intraday_is,ec,order_amt,adv,shortvol,longvol,open_momentum,priceChg_5,priceChg_15
-14.50710969,3.339599026,-190221.8808,0.122425492,0.006582056,0.00774158,0.245040838,-0.005365615,-0.001384478
-1.899434622,5.226546837,-117098.6576,0.120175001,0.011634286,0.00852384,1.140108285,0.022402519,0.05800321
-5.444003819,3.162418412,-93199.446,0.070501258,0.0096948,0.01381538,0.170772279,-0.018713766,-0.036293015
-31.17679594,2.833288505,-515710.3,0.033616153,0.0156902,0.02377128,0.236811876,-0.019844753,0.016815664
-18.64563441,3.219777003,-386924.759,0.178377105,0.01029764,0.01187402,0.586868122,0.025871208,0.022103987
-10.93202286,3.649854219,-188795.52,0.167698136,0.008456624,0.01327968,-0.278269088,0.018791458,-0.003039054
4.441811037,4.798497362,-157042.3246,0.247137972,0.01608894,0.01351453,-0.053397897,-0.03628866,-0.005041848
-33.35175738,16.11115398,9350000,2.832995033,0.02165616,0.03246093,-0.637729662,-0.025538614,0.10239335
-16.95212707,3.868364333,-801301.6452,0.225707615,0.00769348,0.01168772,0.184120491,-0.0001344,0.049829222
-18.69823614,7.684551944,-261334.9703,0.21019462,0.02079389,0.01778244,-0.180438847,-0.080888001,-0.072306018
-99.88535241,10.85477312,28158000,2.301147773,0.01702365,0.02104875,1.049548782,-0.163017835,-0.120392681
24.69336229,10.87186404,-397007.2392,0.528969119,0.0114608,0.01327248,0.333054748,-0.004014355,0.023574244
-27.05437522,2.868227231,-201629.2608,0.069723695,0.01598496,0.01773984,-0.074387879,0.00406727,0.062632188
36.01845634,5.873933588,-91978.488,0.020643349,0.01040502,0.01256418,0.89326527,0.010141079,0.024522614
2.83098333,3.182542764,-399288.8055,0.220536175,0.01054578,0.0091872,-0.422209127,0.040007922,0.069514417
-3.949627135,7.277377842,-286119.2308,0.209156286,0.01637694,0.01733568,0.108436397,-0.020601812,0.033068323
-19.33807834,2.496566116,-779802.6168,0.020530921,0.01015151,0.00929073,-0.243197657,-0.019654428,0.031901435
-7.976397099,3.370784946,-56370.375,0.037902037,0.01318458,0.01072888,0.950059125,-0.005151479,0.010769785
-6.050412301,5.431187032,-331163.9712,0.049649884,0.01564756,0.0137865,1.702901115,-0.039994998,-0.090952533
-19.89307249,3.56557545,-101645.3193,0.043463724,0.01451177,0.01614687,-0.503791569,-0.010395208,-0.010436712
-14.71532656,3.67611205,-430440.4191,0.250408194,0.00813048,0.01385841,-0.214836588,-0.024647463,-0.002462122
1.516458073,3.098005564,-119763.5208,0.032870397,0.01660295,0.0178182,0.058767835,0.02594755,0.051134062
-23.40863681,3.507452922,-178360.9176,0.112820889,0.01186284,0.01017808,0.421495495,-0.005170414,0.026482338
