intraday_is,ec,order_amt,adv,shortvol,longvol,open_momentum,priceChg_5,priceChg_15
-9.578043467,3.58347183,-204956.9808,0.196780942,0.00837716,0.00783428,0.118339024,-0.0007579,0.036007188
9.290595195,6.890423591,-320938.215,0.059240493,0.01719508,0.0188853,-0.133913342,0.031719576,0.131324856
7.780878772,2.582272784,-306446.25,0.106455254,0.00853655,0.01372987,0.067341099,0.012965641,0.028431442
28.6466829,12.35634872,-8588438.315,2.100086942,0.01893935,0.0144447,-0.241763055,-0.086076382,-0.070400764
-15.19715805,1.773761496,-1306440.802,0.054218741,0.0120631,0.0127374,0.462916627,-0.017901576,0.057164841
46.58606338,23.11870264,-14615000,9.777186223,0.01436375,0.0160312,0.264047729,0.00020514,0.016391794
8.992465766,5.203735186,-286846.56,0.171175946,0.005428488,0.009757682,0.145576335,-0.005414917,0.01816715
19.2449888,4.370380615,-290537.105,0.075076104,0.01933948,0.01562332,0.551878184,0.056735751,0.176988942
46.1867291,3.936532171,1400953.301,0.200245007,0.0126378,0.0126371,0.013247805,0.017847525,0.08440618
-29.01917304,11.3409959,-4791199.716,4.936768866,0.00997836,0.01565052,0.389915644,0.007693825,0.052613628
-10.30962855,12.36211068,-5626993.008,3.214450438,0.01819328,0.01757616,3.445316688,-0.053546924,-0.046750477
-19.82833087,2.569774862,-164513.2656,0.045400855,0.01311682,0.01555518,0.38219239,-0.020547036,-0.029077295
19.41154518,7.797606531,-430392.928,0.273538715,0.02070116,0.0286649,-0.232975902,0.012070664,-0.0001904
9.618869135,3.891303426,-445441.516,0.163366739,0.01574496,0.01587404,0.08380199,0.149039507,0.118208128
-11.14327512,4.127888522,-140643.712,0.205917202,0.009187542,0.008739126,1.03250587,-0.018630137,-0.021731207
-14.3786787,3.503500597,-654580.752,0.143329342,0.006259425,0.007656003,-0.395067054,-0.006816762,-0.023688057
62.40988679,75.94335983,80080000,94.50258478,0.010521402,0.00907149,-0.397136055,0.020761092,0.119504463
0.884980085,3.883092159,330525.888,0.268067492,0.0226435,0.02570094,0.475642791,0.052955096,0.162533197
16.56842859,5.705964286,-18260000,1.049020591,0.0131906,0.0149036,0.415873941,-0.016417723,0.066221447
51.06104171,20.35687788,5537436.105,3.805692591,0.02065824,0.0202076,0.658775546,0.02606405,0.134404779
18.25280464,7.400610517,-44622000,1.444955478,0.01098478,0.01294176,-0.098986518,-0.024116115,-0.043484522
-14.03416551,10.08386306,-32342000,3.003289415,0.01281752,0.0088395,0.328879668,-0.063499137,-0.028146434
48.50078734,9.991699439,-32536000,1.043548393,0.0142569,0.01403857,0.362497208,-0.002756904,-0.016326077
33.70951662,26.20738669,15120000,4.029234332,0.02045252,0.02563272,-0.039658597,-0.037700175,0.004996299
-23.45851092,25.00902053,14896000,6.045010379,0.0131024,0.01397046,-0.28761068,-0.05898986,0.151273738
-83.32672917,34.79263706,22268000,13.39529284,0.02309346,0.02410975,0.768655253,0.068127064,0.154081066
91.45815179,63.08022636,-70672000,35.59204275,0.01598426,0.01614096,2.40767997,-0.033522372,-0.069108629
-97.25411088,67.44617605,-66670000,24.05401369,0.0160905,0.0146538,0.755541555,-0.03942808,-0.049669376
17.49771895,15.81839456,14388000,10.40196625,0.0078362,0.010502736,0.160252509,0.015926416,0.051183642
148.3360736,15.21800558,6391814.814,5.640378582,0.00829152,0.006982248,0.601346668,-0.00075366,-0.022277169
68.8596873,31.2849531,35086000,18.73660961,0.0170068,0.0114405,0.312118681,0.100315522,0.095296523
-19.6482259,94.97177795,104451000,76.54908476,0.007175136,0.007050269,0.015989423,0.01530809,0.039962038
68.00219695,10.49189083,-107120000,2.753910818,0.01392852,0.01349564,1.051976098,-0.074737235,-0.101842106
11.50647373,52.56033154,-10738000,26.65528065,0.00869484,0.01237256,2.688253069,0.015579258,0.127618706
8.760583228,15.72269951,-11560000,3.063847491,0.01864578,0.018723,-0.173841569,0.045032271,0.104253175
147.5231977,27.56615785,-19467000,9.86365616,0.01727472,0.0191772,-0.409978794,0.039351718,0.022517058
12.29929322,25.41719366,9044000,8.806017088,0.01173432,0.01598628,-0.27758572,0.080059483,0.240868697
-171.064194,25.4000792,9728000,9.700481976,0.02232211,0.0225533,-0.129180035,0.037320028,0.12605253
517.0568387,27.10249742,12019000,7.862455412,0.0222068,0.02242285,0.277150037,-0.005541825,0.012547051
105.1731046,32.21495658,20000000,12.28750514,0.01388916,0.01506966,2.170560434,0.038922559,0.074024814
252.7773169,29.24211534,21080000,6.535048192,0.01682499,0.0186993,0.466077729,0.022866476,0.015371467
29.57695375,37.08024431,-22781000,10.60029543,0.013158,0.01597204,-0.493639841,-0.002299438,0.012324692
245.0929687,21.80057563,11316000,4.353267571,0.02517282,0.01882976,-1.120342788,0.00552551,0.090115696
68.47599416,18.16822355,6123681.373,4.8512092,0.0139743,0.0193044,0.0285119,0.05800554,0.252777131
76.13331756,20.22445115,-26880000,5.67855292,0.01679888,0.018792,-0.370175278,0.021957226,-0.005969899
0.512964716,22.73238503,-19879000,7.760272181,0.01188476,0.01646392,-0.450237953,-0.006454546,-0.015489218
6.911136082,5.342314619,-8989858.98,0.189486854,0.01182753,0.01239118,0.161888098,-0.062338983,-0.034359115
-3.095597583,4.998906532,-76310.5536,0.026812512,0.0128601,0.0167778,0.806896874,0.002526662,0.019316285
7.824310709,9.801686404,99606.1836,0.025414469,0.012628,0.01373442,2.881166847,-0.00973252,0.004562738
-17.59760243,18.64572666,40087.125,1.956562914,0.01160475,0.01843081,-0.470269826,0.063257342,0.078404468
-15.03001417,3.942113744,35533.949,0.012470888,0.01857128,0.017108,0.957436316,0.021873232,0.08061906
-13.88323094,20.19076235,38028.0252,5.968979056,0.01209824,0.01046815,0.053909272,0.040143885,0.062946965
4.210336311,2.896631659,-62692.476,0.005209227,0.00817571,0.0095679,-0.000944308,-0.051273652,-0.023066813
-17.93777123,1.74231128,24624.6,0.009556619,0.02319332,0.02037856,-0.650516221,-0.031744373,0.139255728
2.510919819,1.987330191,30425.4312,0.002597779,0.01521428,0.01797444,0.902762994,0.02668421,-0.153851749
33.22058027,33.53173181,14000000,11.54149795,0.01222839,0.01357374,-0.228925788,0.003890064,0.160038229
72.55426146,40.77292204,-35574000,14.37495579,0.0184425,0.01931375,-0.102142153,-0.029375521,-0.045380093
54.64061762,22.91182996,15744000,2.557709028,0.0121344,0.01904163,-0.263426094,0.08719284,0.059661017
5.474459388,4.919473967,-443651.8968,0.42589637,0.00765486,0.01037519,0.374178614,0.004962703,0.063396879
4.028185806,4.620774302,-168493.32,0.050207475,0.0125048,0.0139568,0.337348153,0.034704483,0.023337598
33.32655356,7.717117652,10005000,1.924548555,0.01661451,0.01615901,-0.051791349,0.063775517,0.04620267
2.527807446,2.784364346,-81734.8332,0.014757957,0.01031339,0.00933788,-0.211005697,-0.024931184,-0.00743685
1.137086866,33.57044788,22692000,18.80144598,0.0156387,0.01446056,0.205122672,0.076709372,0.233977128
61.9583407,29.12422226,-33448000,5.373215784,0.01798786,0.01476015,-0.97330786,0.005970405,-0.044160391
20.31091973,16.83086971,1124439.548,2.370544379,0.0197237,0.0206913,0.476502394,0.001994061,0.038606983
-4.892399029,7.470210519,-4921388.998,0.456176683,0.01010196,0.0138672,0.226025085,-0.016730038,0.002408464
-26.8028589,14.16385966,39000000,3.139631845,0.01693316,0.01873201,1.387208946,-0.084711413,-0.09664467
6.781611048,28.32351291,-15521000,6.162488452,0.01521942,0.01198125,0.363637825,-0.055020542,-0.046891532
-60.16084031,4.844018743,-235478.1306,0.130459234,0.0227556,0.02877728,0.495881323,0.075125638,-0.001901811
2.218962891,12.04952174,-159532.6464,0.043112815,0.01112295,0.01290016,0.577467103,-0.013471894,0.023499268
-11.60305294,4.898199963,-482150.6025,0.068705285,0.01160196,0.01327758,-0.593386615,-0.015760419,0.01916246
-59.38832688,3.722025836,-202047.6055,0.105811786,0.01726564,0.02095228,-0.616433349,0.127174456,0.111598257
52.21493054,4.887885694,-357146.79,0.251556472,0.01675952,0.0221654,-0.900776326,0.010704057,0.119080138
-26.43371075,2.231780309,-1232366.072,0.089083179,0.00773484,0.00991536,0.014792628,-0.007826485,0.003355397
-1.347717045,12.28903898,-433738.9595,6.195546194,0.007661208,0.01217865,-0.834161401,-0.012143864,0.015797488
-5.749826886,2.937091559,-1152236.831,0.036493854,0.0144816,0.0122894,0.212205184,-0.024355397,-0.025604306
